name,address,rankingPosition,rating,description,numberOfReviews,priceLevel,priceRange,latitude,longitude
Restaurant Diwali,"21 avenue de Colmar, 92500 Rueil-Malmaison France",1,4.5,"Welcome to Diwali, Located in Rueil-Malmaison, a few minutes from La Défense, the Diwali restaurant is open 7/7 for lunch and dinner. It offers quality Indian and Caribbean cuisine with a wide choice of traditional dishes of Haute Gastronomie. Cozy and airy space, terrace and free and free parking. It is the ideal place for your business meals, with friends or family. He organizes your private and professional events (quotes on request) in a chic and relaxed setting. Rare fact for a high-end establishment: Home delivery service with a 15% discount Potty dishes with a 20% discount. See you soon, The direction",767,$$ - $$$,$28 - $46,48.8870006,2.1801666
L'Echoppe de Paris,"16 rue Leon Frot, 75011 Paris France",637,4.5,,428,$$ - $$$,$10 - $25,48.853983,2.3879613
Les Fines Gueules,"43 rue Croix des Petits Champs, 75001 Paris France",616,4.5,,527,$$ - $$$,$30 - $37,48.8652283,2.340721
La Ferrandaise,"8 rue de Vaugirard, 75006 Paris France",633,4.5,,727,$$ - $$$,$16 - $65,48.849049,2.339849
Don Camilo,"10 rue des Saints Peres Saint-Germain des Pres, 75007 Paris France",644,4.5,"Don Camilo located in the heart of St Germain in Paris near existed since 1953 home in a setting of the artist these ar ""singers and comedians. Lama, Nougaro, Leeb, The Tomboy, Laurent Laurent Gerra Ruquier or have (among many others ...) Made ​​their debut on the legendary scene of Don Camilo. Our rooms also allow us to organize seminars, lunches for groups, cocktail, evening buffet supper and musical atmosphere to the end of the night . We are a year-round service for the realization of your project wholes.",528,$$$$,$49 - $146,48.8569681,2.3321291
Comptoir de la Gastronomie,"34 rue Montmartre, 75001 Paris France",614,4.5,"The shop and the restaurant are closing for renovation works from 30th January to 3rd April 2017 Traditionnal french cuisine specialized in South Ouest products. Discover our "" Classics "" composed of different kind of foie gras: pan seared, terrine or carpaccio... homemade and our well known Duck breast, Cassoulet or Snails. For fish lovers, you can taste our Scottish smoked salmon or marinated salmon Gravlax. And you can also appreciate our seasonal menu made by our Chef with fresh products. For the "" Gourmets"" who wish to bring back home some foie gras, our shop is open from 9.00 am to 8.00 pm.",1346,$$ - $$$,$25 - $40,48.8644968,2.3453875
IL Gigolo,"11 rue de la Huchette, 75005 Paris France",605,4,,1019,$$ - $$$,,48.8528571,2.3460718
la Massara,"70 rue de Turbigo, 75003 Paris France",622,4.5,,821,$$ - $$$,$16 - $35,48.866114,2.3595353
Bistrotters,"9 rue Decres, 75014 Paris France",652,4.5,"We own a charming and authentic bistro from 1900 and we simply offer fresh products from ""le marche"" that our Chef Martin de los Santos Cal puts together to create very tasty French cuisine. French and world cuisine because we litterally are globe trotters of bistros. We travel for food and we bring back authentic flavours from around the globe. We do everything to make you feel at home and very welcome in our restaurant. Only one saying guides us : the pleasure to please! We are opened everyday for lunch and dinner. See you soon at BISTROTTERS!",2454,$$ - $$$,$15 - $45,48.8328233,2.3148509
Atelier Cook And Thi,"35 Chemin de l Ariel, 78430 Louveciennes France",1,5,,63,$$ - $$$,$14 - $45,48.8608388,2.128548
Restaurant Issy Guinguette,"113 B avenue de Verdun, 92130 Issy-les-Moulineaux France",2,4.5,,580,$$ - $$$,$27 - $50,48.8184076,2.2522746
Creperie de Port-Manech,"52 rue du Montparnasse, 75014 Paris France",600,4.5,,656,$$ - $$$,$9 - $30,48.8422072,2.3255761
Di Carla,"4 avenue Carnot, 75017 Paris France",610,4.5,,362,$$ - $$$,$15 - $22,48.8752985,2.2939724
142 Creperie Contemporaine,"59 rue Saint Charles, 75015 Paris France",630,4.5,,597,$$ - $$$,,48.8487577,2.287466
Cafe Bolivar,"31 avenue Secretan, 75019 Paris France",604,4.5,,228,$$ - $$$,$18 - $33,48.8814254,2.3730549
Cocorico,"5 rue du Bac, 75007 Paris France",625,4.5,,465,$$ - $$$,$20 - $40,48.8591099,2.3290757
Cocotte Et Vins,"1 rue Fulton, 94210 Saint-Maur-des-Fosses France",5,4.5,,240,$$ - $$$,$16 - $40,48.7976695,2.5026954
Bistrot 31,"31 avenue Theophile Gautier, 75016 Paris France",602,4.5,"The Bistrot 31 welcomes you in a friendly atmosphere. The team is at your service and all our dishes are homemade, with love, to the rhythm of the seasons.",592,$$ - $$$,$37 ,48.8498994,2.2724503
Restaurant Pourquoi Pas?,"52 boulevard D Alsace Lorraine, 94170 Le Perreux-sur-Marne France",2,4.5,"Formules de 19 Euros à 36 Euros. Menu enfant à 15 Euros. Belle carte des vins avec plus de 80 références ainsi que des Grands Vins, Crus Bourgeois et Grands Crus. Privatisation, anniversaires, baptêmes, communions, séminaires, meetings, ... Ambiance cosy, Jardin d'été, Terrasse couverte climatisée et chauffée, Parking. Produits de Saison. Cuisine traditionnelle revisitée inspirations Provençales, Méditerranéennes et sucré. Carte renouvelée toutes les semaines. Groupes acceptés sur réservation jusqu'à 55 couverts avec menu personnalisé sur demande. Réservation recommandée pour le mardi, jeudi soir, vendredi midi, soir et samedi soir.",493,$$ - $$$,$9 - $120,48.8496917,2.4989486
Augustin Bistrot,"79 rue Daguerre, 75014 Paris France",624,4.5,,746,$$ - $$$,,48.8356151,2.3248717
Le Petit Gourmet,"59 B avenue du Bac, 94210 Saint-Maur-des-Fosses France",6,4.5,,228,$$ - $$$,$17 - $39,48.7967331,2.5057694
La Petite Bouclerie,"33 rue de la Harpe, 75005 Paris France",611,4.5,,470,$,,48.8521146,2.3444712
Le Comptoir des Petits Champs,"17 rue des Petits Champs, 75001 Paris France",636,4.5,,454,$$ - $$$,,48.8664577,2.3379372
Pasco,"74 boulevard de la Tour Maubourg, 75007 Paris France",687,4.5,,1211,$$ - $$$,$1 - $35,48.8560868,2.3096069
Massawa,"22 rue du Chateau Landon 75010, 75010 Paris France",678,4.5,,347,$,,48.8814181,2.3629126
Le Coq et l'Elephant,"1 rue des Fosses Saint Marcel, 75005 Paris France",682,5,,85,$$$$,,48.8395647,2.3563863
Il Sorrentino,"4 rue de Monttessuy, 75007 Paris France",641,4.5,,698,$$ - $$$,,48.8598224,2.3002796
Le Verre Galant,"256 rue de la Croix Nivert, 75015 Paris France",612,4.5,"Malgré toutes les chaînes de restos qui poussent dans le quartier attractif de Porte de Versailles, le Verre Galant résiste. Toujours présent pour vous servir des mets de qualité, simples et 100% maison : Viande charolaise sélectionnée par nos soins, poissons frais, frites fraîches que l'on coupe tous les matins (et oui ça existe encore!). Dîner en amoureux, se retrouver en famille ou entre copains pour regarder un match du week end, venez, vous ne serez pas déçus de l'expérience.",856,$$ - $$$,$20 - $30,48.8339105,2.2899243
Accents Table Bourse,"24 rue Feydeau, 75002 Paris France",645,4.5,,217,$$$$,,48.8699222,2.3402797
Le Chateau des Iles,"85 quai Winston Churchill La Varenne Saint Hilaire, 94210 Saint-Maur-des-Fosses France",4,4.5,,653,$$$$,$48 - $78,48.7939831,2.5218765
Huitrerie Regis,"3 rue de Montfaucon, 75006 Paris France",648,4.5,"The Huîtrerie Régis is a place of life where we meet and enjoy food as a shared experience. We are dedicated to offer the best products that our land has to offer. All our producers, Oyster farmers and winemakers share the same philosophy. Good work, respect for the earth, and the sense of sharing are values that unite us and portray us. So, take a seat to enjoy fresh oysters delivered daily from the producer and a bit more !",718,$$ - $$$,$26 - $35,48.8527732,2.3359363
Saucisson et beaujolais,"4 rue du Bel Air, 92500 Rueil-Malmaison France",2,4.5,,447,$$ - $$$,,48.8794631,2.1844339
Le Bistrot d'Henri,"16 rue Princesse, 75006 Paris France",662,4.5,,963,$$ - $$$,,48.8520656,2.3344937
Restaurant italien la gourmandise,"28 rue Augereau, 75007 Paris France",609,4.5,la gourmandise restaurant italien petit escale italienne proche de la tour eiffel installée à 28 rue augerau paris 7eme. vous permet de découvrir les saveurs locales de la cuisine italienne riche en saveurs avec ses produits frais ses spécialités maison le cadre a un charme typique italien qui vous transporte à Venise venez nous rendre visite !,416,$,,48.8564484,2.302595
L'Aller Retour,"5 rue Charles Francois Dupuis, 75003 Paris France",628,4.5,,666,$$ - $$$,$28 - $55,48.8652889,2.3632073
tama-sushi,"19 rue d Antin, 75002 Paris France",671,4.5,,246,$$ - $$$,$15 - $37,48.8692676,2.333613
Le Bistrot Des Campagnes,"6 rue Leopold Robert, 75014 Paris France",650,4.5,,727,$$ - $$$,$12 - $32,48.8409559,2.3307063
Chez Mademoiselle,"16 rue Charlemagne, 75004 Paris France",658,4.5,"Near the ""Marais"", situated behind the Village Saint Paul, it is a cosy Parisian restaurant. Traditional recipes, quality of food, dynamic and attentive team, this is the secret of this popular place, owned by a young couple that explains his success by the pleasure they have to own a warm place ""full of amazing characters"".",553,$$ - $$$,$15 - $30,48.8544959,2.3597989
Dalia,"93 Rue Montmartre, 75002 Paris France",675,4.5,,334,$$ - $$$,,48.867831,2.3436135
L'Encrier by DO,"55 rue Traversiere, 75012 Paris France",654,4.5,"With the change of ownership, from 23/11/2021, we invite you to discover the new atmosphere of the restaurant L'ENCRIER",419,$$ - $$$,$71 ,48.8483622,2.3739893
Le George,"31 avenue George V, 75008 Paris France",659,4.5,"Le George at Four Seasons Hotel George V, Paris offers a light and modern Mediterranean-style cuisine, bursting with flavour and freshness.",940,$$$$,$65 - $110,48.8687939,2.3008419
7eme vin,"68 avenue Bosquet, 75007 Paris France",667,4.5,"En attendant la réouverture du restaurant, le 7è VIN vous propose ses spécialités à emporter. Un choix d'entrées, de plats et de desserts est proposé chaque jour, ainsi qu'une sélection de vins à des tarifs caviste. Pour en savoir plus, suivez-nous sur Instagram 7EMEVIN Hervé ; le menu et les photos sont mis en ligne chaque jour dans notre Story. A très vite !",1042,$$ - $$$,$41 - $62,48.8547656,2.305181
20 Eiffel,"20 rue de Monttessuy, 75007 Paris France",663,4.5,,552,$$ - $$$,$24 - $55,48.8594682,2.298537
Pleine Terre,"15 rue de Bassano, 75116 Paris France",717,4.5,"The Pleine Terre restaurant is located in the Chaillot district, a few steps from the Avenue des Champs-Elysées. A discreet address away from the crowds. Chef Jimmy Desrivieres and his team offer traditional French cuisine, marked by the subtle and controlled presence of spices and citrus fruits. The private lounge can accommodate up to 12 guests.",132,$$$$,$38 - $95,48.8690031,2.2972085
Spezia Piadina & Co,"23 rue des Mathurins, 75008 Paris France",689,4.5,"APERITIVO petites assiettes de dégustation en acompagnement d'un verre de vin (à partir de 5€) PIADINA galette de blé artisanale légèrement toastée, garnie de mozzarella fondue, légumes grillés, fromages et charcuterie italienne, accompagnée de roquette et copeaux de parmesan (à partir de 13€) PASTA crème de truffe & champignons bresaola, crème de basilic & roquette courgettes, crème de parmesan, pignons & menthe speck & scamorza fumé (à partir de 14€) INSALATA chicken caesar, carpaccio di manzo, assiettes de légumes grillés et charcuterie italienne, mozzarella di bufala, pasta salad (à partir de 14€) DOLCI tiramisu nutella, verrine mascarpone fraises & spéculos panna cotta & coulis de fruits rouges café gourmand (à partir de 7€) Vin au verre et ""espresso"" à l'italienne... Pour les connaisseurs, la fameuse ""Limonana"" (citronnade à la menthe fraîche)",381,$$ - $$$,$13 - $30,48.873152,2.3259956
Le Herisson,"78 boulevard de Belleville, 75020 Paris France",669,5,,90,$$ - $$$,$9 - $22,48.8698069,2.3799934
Ao Izakaya,"12 rue de Caumartin, 75009 Paris France",649,4.5,"La cuisine japonaise a conquis le cœur des Parisiens ces dernières années, avec des plats tels que les ramen, les donburi et les gyoza devenant de plus en plus populaires dans les restaurants de la ville. Parmi les nombreux restaurants japonais à Paris, AO Izakaya se distingue comme l’un des plus acclamés par la presse et la critique. Nous sommes fiers de notre équipe qui s’efforce de vous offrir un service irréprochable et des produits de grande qualité pour vous faire découvrir les saveurs authentiques de la cuisine japonaise. Venez nous rendre visite et déguster notre cuisine Japonaise exceptionnelle à AO Izakaya.",823,$$$$,$20 - $80,48.8711281,2.3281705
Les Petits Plats,"39 rue des Plantes, 75014 Paris France",653,4.5,,483,$$ - $$$,$15 - $40,48.8286693,2.3222236
Black dog,"26 rue des Lombards, 75004 Paris France",676,4.5,,318,$$ - $$$,$13 - $94,48.8594189,2.3491741
Le P'tit Barcelone,"10 rue de la Boule Rouge, 75009 Paris France",680,4.5,"Un mot sur le restaurant Le P'tit Barcelone

L’AUBERGE ESPAGNOLE – Immersion dans les saveurs et l’ambiance de la Catalogne.

Ici, en face des Folies Bergère, l’ambiance festive de Barcelone se concentre dans quelques mètres carrés ! Le P'tit Barcelone joue à fond la carte de la convivialité et le fait maison mène la danse. Bar à tapas à la cuisine d'inspiration espagnole et catalane dans une salle chaleureuse à la déco moderne, le p’tit Barcelone propose également depuis peu de savoureux cocktails !!

On vient au P'tit Barcelone dès l'apéro pour manger quelques tapas incontournables (tortilla, croquetas, patatas bravas, manchego, etc.) et d’autres plus inattendues. On arrose tout ça de boissons festives (sangria, tinto de verano), de cocktails ou encore de vins (tous Espagnols).

Ouvert du Lundi au mercredi de 17H à 2H

Du jeudi au dimanche de 12H à 2H

10 Rue de la Boule Rouge 75009 Paris

De vrais produits venus d'Espagne, des épices, du goût tout simplement !",468,$$ - $$$,$15 - $30,48.8738008,2.3449583
Pamela Popo Marais,"15 rue Francois Miron, 75004 Paris France",681,4.5,"Restaurant confidentiel dans le Marais, situé à côté d’un des plus vieil immeuble de Paris. Cuisine gourmande fait maison, avec un bar à cocktails au Rez de Chaussee et restaurant à l’étage. Chaleureux et confortable, comme à la maison.",534,$$ - $$$,$30 - $80,48.8557611,2.3570094
Le Carpaccio,"4 rue de Berri, 75008 Paris France",727,4.5,,455,$$ - $$$,,48.8720185,2.3035703
L'elfe assis,"48 rue Louise Michel, 92300 Levallois-Perret France",3,4.5,"Ambiance cosy, contemporaine et confort pour un concept de crêperie 100% qualité. De moelleux fauteuils entourent les tables rondes pour les dîners familiaux ou les déjeuners pro. D’agréables chaises hautes embrassent le comptoir. Un grand mur noir est habillé de schémas rigolos pour la finition déco. Zéro compromis sur la qualité avec uniquement des produits frais préparés par nos maitres crêpiers. Brunch à table le dimanche à partir de 11h30, très gourmand...(à volonté).",647,$$ - $$$,$8 - $20,48.8895469,2.2893801
Comme Chai Toi - Notre Dame,"13 quai de Montebello, 75005 Paris France",719,4.5,,777,$$ - $$$,$25 - $40,48.8518054,2.3492779
Les Fondus de la Raclette Paris 11° - Parmentier,"107 avenue Parmentier, 75011 Paris France",412,4.5,"Located in the 11th arrondissement of Paris, just a few steps from the Place de la République and the Canal Saint-Martin, les Fondus de la Raclette is a Savoyard specialty restaurant and a French bistro. Find our raclette, fondue, tartiflette and braserades in a cottage ambiance in the winter and enjoy our terrace to enjoy sandwiches, gourmet salads, burgers and grills in the summer. With family or friends you will spend a convivial moment in a warm and comfortable setting. Our young and friendly staff will do its best for you to share an unforgettable experience.",108,$$ - $$$,$15 - $35,48.8674268,2.3727183
Le Janissaire,"22 allee Vivaldi, 75012 Paris France",661,4.5,,429,$$ - $$$,,48.8415682,2.3914569
Cafe Varenne,"36 rue de Varenne, 75007 Paris France",657,4.5,,613,$$ - $$$,,48.8541218,2.3235382
Le Louis Vins,"9 Rue De La Montagne Sainte-Genevieve, 75005 Paris France",699,4.5,,485,$$ - $$$,$20 - $80,48.8491284,2.3487903
L'Atelier Rouliere,"24 rue des Canettes, 75006 Paris France",700,4.5,"Meats, grilled fish and local wines in a warm room which gives pride of place to light. At the Roulières, we have been butchers from father to son for five generations. The first ""Roulière"" butcher's shop saw the light of day in 1877 in Tours and it is only natural that the heir to this dynasty decided to perpetuate the tradition by keeping the name and by offering traditional, French cuisine that straddles the region. quality of meats. A quiet place for gourmets at reasonable prices.",687,$$ - $$$,$30 - $55,48.8516465,2.3336995
Aux Des Cales 17 - Legendre,"181 rue Legendre, 75017 Paris France",668,4.5,"L'équipe du restaurant Aux Dés Calés 17 vous accueille tous les jours de la semaine de 11h à 1h. Jeux de sociétés, formule du déjeuner qui change tous les jours, terrasse au soleil, brunch le dimanche midi : bienvenue Aux Dés Calés 17",265,$$ - $$$,$10 - $25,48.8920813,2.3262325
Canard & Champagne,"57 Passage des Panoramas, 75002 Paris France",707,4.5,"We are the French Paradox. We serve duck and champagne, and we do it great. Come and taste the French flavour in our 200 years old restaurant right in the middle of Paris!",1005,$$ - $$$,$12 - $65,48.8712539,2.3417209
La Fine Mousse,"6 avenue Jean Aicard, 75011 Paris France",685,4.5,"La Fine Mousse is a unique spot for craft beer lovers and curious people. On one side a craft beer bar featuring 20 drafts that rotate frequently, on the other side 10 more drafts at an innovative restaurant dedicated to beer and food pairings. CULINARY EXPERIENCES - The restaurant features seasonable and fresh products to offer a modern take on fine food. The beer sommelier will guide you to taste the best local or foreign craft beers. Don't forget the bottle list (lambics, imperial stout, etc.)",394,$$ - $$$,$24 - $35,48.8648418,2.3818083
Le Christine,"1 rue Christine, 75006 Paris France",666,4.5,"Ideally located between Saint-Michel and Saint-Germain-des-Prés, Le Christine is one of its restaurants that pass fashions without batting an eyelid. We come and come back each time with the same pleasure of savoring Chef Mehdi Bencheikh's refined cuisine, drinking fine bottles and reimagining the world in all languages ​​with tourists and neighbours. The cuisine of Mehdi Bencheikh, trained in Michelin starred restaurants, is a lively cuisine that draws its technique from the classics of French gastronomy while remaining resolutely rooted in its time. The art of the right sauce, the right seasoning and perfect cooking... A cuisine that has meaning and taste, and that does not need a label to delight every time.",1390,$$$$,$28 - $65,48.8543035,2.3404003
Restaurant Karma,"24 rue Traversiere, 75012 Paris France",733,4.5,,168,$,$10 - $20,48.8470649,2.3726811
Dulcinea,"41 rue Pierre Fontaine, 75009 Paris France",715,4.5,,784,$$ - $$$,$9 - $45,48.8831218,2.33286
A Tavola,"23 rue d Aguesseau, 92100 Boulogne-Billancourt France",4,4.5,,359,$$ - $$$,$29 - $36,48.8347262,2.2381397
Maoz Vegetarian,"8 rue Xavier Privas, 75005 Paris France",729,4.5,,320,$,$1 - $8,48.8529293,2.3455743
Blueberry Maki Bar,"6, Rue Du Sabot, 75006 Paris France",704,4.5,,696,$$ - $$$,$10 - $77,48.8527635,2.3314677
Iovine's,"7 B rue du Colonel Driant, 75001 Paris France",713,4.5,,802,$$ - $$$,$20 - $40,48.8637635,2.3387968
Le Relais Louis XIII,"8 rue des Grands Augustins, 75006 Paris France",732,4.5,,578,$$$$,,48.8545134,2.3407588
Vivre Opera Garnier,"3 Rue De La Michodiere, 75002 Paris France",744,4.5,,232,$$ - $$$,$19 - $39,48.869235,2.334445
Cafe Francoeur,"129 rue Caulaincourt, 75018 Paris France",660,4.5,,424,$$ - $$$,,48.8898932,2.3425829
Laia,"226 Boulevard Voltaire, 75011 Paris France",591,4.5,,207,$$ - $$$,$15 - $40,48.8591458,2.376807393
Louise Cafe,"8 rue Croix des Petits Champs, 75001 Paris France",693,4.5,"café, brasserie familiale au cœur du PARIS historique ,proche du LOUVRE ,du PALAIS ROYAL, des HALLES et de tous les transports ! cuisine classique ,française ,simple . vous recevoir est notre plaisir!!! heures heureuses tous les jours de 17h à19h et quelques prolongations...si vous diner! venez vite nous voir...",521,$$ - $$$,,48.8625942,2.3394801
Kagayaki,"79 boulevard Beaumarchais, 75003 Paris France",742,4.5,,266,$$ - $$$,,48.8586616,2.3675587
Pirouette,"5 rue Mondetour, 75001 Paris France",679,4.5,,1098,$$$$,,48.86307935,2.348047049
Le P'tit Velo,"24 rue de Vintimille, 75009 Paris France",721,4.5,"Enjoy a coffee in the morning, a tasty lunch, an afterwork drink with friends or a romatic dinner in that cosy parisian bistro, next to place de clichy and the moulin rouge. Florence and michael, the owners will welcome you from monday to saturday and you will discover the fantastique food of chef rachid ibouh.",133,$$ - $$$,$12 - $30,48.8827357,2.3297591
Tamarind,"33 rue Francois Miron, 75004 Paris France",741,4.5,,327,$$ - $$$,$37 - $52,48.8555544,2.3581927
Crepe Avenue,"4 rue de Surene 75008, 75008 Paris France",677,4.5,,387,$$ - $$$,$5 - $25,48.8705641,2.3222522
Babalou,"4 rue Lamarck, 75018 Paris France",656,4.5,"Le Babalou, restaurant pizzéria, est situé au 4 rue Lamarck, à Montmartre quartier mythique de Paris dans le 18e arrondissement. Proche du Sacré-Coeur, nous vous accueillons dans une ambiance chaleureuse et vintage pour vous faire découvrir un choix de grandes, belles et généreuses pizza à pâte fine. Nous avons sélectionné des produits authentiques et de qualité, importés d'Italie pour certains. La carte évolue en fonction des légumes et fruits de saisons. Notre pâte à pizza est pétrie sur place et laissée à maturation plusieurs jours. En été, vous pourrez profiter d’une belle terrasse",1104,$$ - $$$,$14 - $22,48.88647745,2.344338118
La Part des Anges,"10 rue Garreau, 75018 Paris France",725,4.5,"La Part des Anges is open Monday to Saturday evenings and Saturday lunch  closed on Sundays. The card: inputs 9 € / dishes   € 18 / € 8 desserts Formula at 23 €: starter + main course + dessert to choose from the card Inputs: -Salad of Reblochon cheese with honey and cinnamon -Terrine mother Micheline -Croustillant of sundried tomato and basil mozzarella Shrimp -Rillettes a dill and ginger -Cagouilles (snails) is Charentais -Saumon Gravelax and white cheese with herbs duck foie -Foie Pineau des Charentes (house) + 4 € The dishes: duck -Magret ""bio"" cognac -Souris confit lamb with herbs + 2 € -Gigot suckling pig with maple syrup and fresh mint -Fricassee black pudding with mustard grape must -The dish of the day -The fish Day -Piece butcher peppercorn sauce and fries + 2 € -the burger revisited Desserts home Its wine estate wines from 20 € to 30 € and wines of exceptional .... ------ ----- La Part des Anges does not take reservations by emai",371,$$ - $$$,$14 - $30,48.8860587,2.3368806
Gloria Restaurant,"108 rue Saint Dominique, 75007 Paris France",691,4.5,,521,$$ - $$$,,48.8586267,2.3026639
Bourgogne Sud,"14 rue de Clichy, 75009 Paris France",690,4.5,,983,$$ - $$$,,48.8781147,2.3302552
La Favorite Turbigo,"75 rue de Turbigo, 75003 Paris France",722,4.5,"Changement de propriétaire pour cette Brasserie en plein de coeur de Paris. Lieu attractif, accueillant et chaleureux avec une belle terrasse ensoleillée pour chaque moment de la journée. Notre chef propose une carte variée (Pavé de Thon mi-cuit au sésame, Burger végétarien, Effiloché de poulet fermier etc). La cuisine est ouverte de 12h à 23h30. Coté Bar, nous proposons une belle sélection de vins, bières et cocktails.",323,$$ - $$$,$14 - $23,48.8664945,2.3599974
Le 14 Juillet,"99 rue Didot, 75014 Paris France",697,4.5,,555,$$ - $$$,$10 - $30,48.8283992,2.3161986
Pasqualina,"84 rue Jean le Galleu, 94200 Ivry-sur-Seine France",1,4.5,,213,$$ - $$$,$1 - $100,48.8108413,2.3796908
Happy Break Libanais,"6 B rue Ernest Renan, 92130 Issy-les-Moulineaux France",3,4.5,,187,$$ - $$$,$6 - $16,48.8288608,2.2824461
Le Tournesol,"65 B avenue Gambetta, 92400 Courbevoie, La Defense France",1,4.5,,433,$$$$,,48.8936454,2.2483085
Le Picotin,"35 Rue Sibuet, 75012 Paris France",705,4.5,Le Picotin is a bistronomic restaurant offering classic and revisited French cuisine. We only work with fresh products. Everything is home made. The restaurant changed ownership in September 2021. Possible privatizations :),742,$$ - $$$,$14 - $30,48.8434732,2.4022893
Le Speakeasy,"25 rue Jean Giraudoux, 75016 Paris France",743,4,,908,$$$$,$18 - $40,48.8694965,2.2965663
Le Petit Chatelet,"39 rue de la Bucherie, 75005 Paris France",712,4.5,Restaurant traditionnel et cuisine française ouvert tout les jours de 12h à 14h30 et de 19h à 22h50 situé en face de la cathédrale Notre Dame metro saint Michel,1928,$$ - $$$,,48.8526239,2.3470368
La Passerelle,"172 quai la Bataille de Stalingrad, 92130 Issy-les-Moulineaux France",4,4.5,,615,$$$$,,48.8251528,2.257553125
Bar a Iode - Saint Germain,"34 boulevard Saint Germain, 75005 Paris France",728,4.5,"Situé sur le mythique boulevard Saint Germain, à deux pas de Notre Dame de Paris, le Bar à Iode Saint Germain a ouvert ses portes en 2014. Il vous accueille dans un cadre simple, authentique et conviviale pour déguster poissons, coquillages et crustacés autour d'un bon verre de vin !",482,$$ - $$$,$5 - $50,48.8496831,2.3516574
Pizza Di Gio,"48 rue du Cherche Midi, 75006 Paris France",718,4.5,,374,$$ - $$$,,48.8493792,2.3259956
Augusto Pizzeria,"14 rue Victor Masse, 75009 Paris France",702,4.5,Venez découvrir de délicieuses pizzas chez Augusto au pied de Montmartre ! Ouvert les soirs du lundi ou samedi / les midis du jeudi au samedi !,149,$$ - $$$,$15 - $35,48.8807043,2.3390736
Top Chef Le Bistrot,"29 quai Gallieni, 92150 Suresnes France",3,4.5,,1910,$$ - $$$,$13 - $45,48.8722142,2.2332089
L'Atelier du Parc,"35 boulevard Lefebvre, 75015 Paris France",738,4.5,,604,$$$$,$27 - $89,48.8317691,2.2909537
